episode	mean	max
1397	3772.29	27420
1398	3785.19	27420
1399	3795.02	27420
1400	3803.77	27420
1401	3812.29	27420
1402	3819.64	27420
1403	3822.98	27420
1404	3828.38	27420
1405	3837.42	27420
1406	3841.67	27420
1407	3844.31	27420
1408	3859.07	27420
1409	3866.9	27420
1410	3875.1	27420
1411	3886.61	27420
1412	3898.36	27420
1413	3916.23	27420
1414	3924.47	27420
1415	3931.94	27420
1416	3947.94	27420
1417	3956.06	27420
1418	3959.46	27420
1419	3967.4	27420
1420	3979.83	27420
1421	3987.75	27420
1422	3996.1	27420
1423	4000.95	27420
1424	4008.94	27420
1425	4012.78	27420
1426	4016.67	27420
1427	4025.63	27420
1428	4037.94	27420
1429	4051.74	27420
1430	4060.66	27420
1431	4077.63	27420
1432	4089.31	27420
1433	4093.42	27420
1434	4104.08	27420
1435	4112.51	27420
1436	4121.87	27420
1437	4135.83	27420
1438	4143.17	27420
1439	4150.63	27420
1440	4156.94	27420
1441	4167.7	27420
1442	4179.1	27420
1443	4188.88	27420
1444	4193.55	27420
1445	4203.02	27420
1446	4209.38	27420
1447	4220.36	27420
1448	4237.36	27420
1449	4241.61	27420
1450	4248.18	27420
1451	4262.07	27420
1452	4278.9	27420
1453	4287.78	27420
1454	4295.3	27420
1455	4307.49	27420
1456	4319.02	27420
1457	4334.72	27420
1458	4349.42	27420
1459	4355.89	27420
1460	4371.6	27420
1461	4377.67	27420
1462	4381.7	27420
1463	4390.28	27420
1464	4399.31	27420
1465	4403.93	27420
1466	4416.16	27420
1467	4421.14	27420
1468	4428.39	27420
1469	4435.39	27420
1470	4444.29	27420
1471	4446.24	27420
1472	4451.9	27420
1473	4463.69	27420
1474	4471.72	27420
1475	4482.17	27420
1476	4490.26	27420
1477	4498.7	27420
1478	4506.31	27420
1479	4519.6	27420
1480	4525.79	27420
1481	4539.29	27420
1482	4547.94	27420
1483	4556	27420
1484	4566.77	27420
1485	4578.38	27420
1486	4579.7	27420
1487	4591.16	27420
1488	4605.21	27420
1489	4609.99	27420
1490	4623.13	27420
1491	4633.92	27420
1492	4640.39	27420
1493	4657.12	27420
1494	4667.42	27420
1495	4674.51	27420
1496	4679.79	27420
1497	4689.72	27420
1498	4695.96	27420
1499	4710.65	27420
1500	4714.89	27420
1501	4719.8	27420
1502	4729.3	27420
1503	4735.89	27420
1504	4739.42	27420
1505	4751.23	27420
1506	4758.79	27420
1507	4767.93	27420
1508	4776.29	27420
1509	4791.15	27420
1510	4800.22	27420
1511	4808.98	27420
1512	4817.96	27420
1513	4825.39	27420
1514	4837.77	27420
1515	4846.27	27420
1516	4862.3	27420
1517	4871.57	27420
1518	4880.08	27420
1519	4889.64	27420
1520	4896.92	27420
1521	4906.45	27420
1522	4911.4	27420
1523	4919.6	27420
1524	4930.39	27420
1525	4938.26	27420
1526	4947.94	27420
1527	4961.2	27420
1528	4973.52	27420
1529	4982.12	27420
1530	4990.27	27420
1531	4997.25	27420
1532	5007.01	27420
1533	5010.48	27420
1534	5025.32	27420
1535	5040.36	27420
1536	5047.67	27420
1537	5058.66	27420
1538	5072.64	27420
1539	5082.05	27420
1540	5091.79	27420
1541	5099.4	27420
1542	5103.59	27420
1543	5110.52	27420
1544	5127.35	27420
1545	5140.01	27420
1546	5153.7	27420
1547	5161.94	27420
1548	5176.54	27420
1549	5190.44	27420
1550	5196.86	27420
1551	5205.02	27420
1552	5214.54	27420
1553	5223.76	27420
1554	5226.93	27420
1555	5238.59	27420
1556	5245.24	27420
1557	5254.9	27420
1558	5259	27420
1559	5265.76	27420
1560	5274.82	27420
1561	5288.42	27420
1562	5302.34	27420
1563	5314.83	27420
1564	5322.62	27420
1565	5330.79	27420
1566	5334.98	27420
1567	5343.74	27420
1568	5352.1	27420
1569	5358.47	27420
1570	5371.24	27420
1571	5381.2	27420
1572	5390.02	27420
1573	5393.81	27420
1574	5401.71	27420
1575	5416.63	27420
1576	5433.51	27420
1577	5443.69	27420
1578	5449.88	27420
1579	5466.44	27420
1580	5474.38	27420
1581	5481.84	27420
1582	5488.67	27420
1583	5498.59	27420
1584	5500.28	27420
1585	5506.67	27420
1586	5510.77	27420
1587	5523.61	27420
1588	5536.52	27420
1589	5539.76	27420
1590	5560.66	27420
1591	5568.9	27420
1592	5574.32	27420
1593	5590.8	27420
1594	5599.85	27420
1595	5613.78	27420
1596	5628.25	27420
1597	5636.98	27420
1598	5652.34	27420
1599	5663.06	27420
1600	5679.22	27420
1601	5697.66	27420
1602	5706	27420
1603	5715.27	27420
1604	5730.25	27420
1605	5746.3	27420
1606	5753.68	27420
1607	5769.69	27420
1608	5779.13	27420
1609	5789.03	27420
1610	5798.94	27420
1611	5809.48	27420
1612	5818.16	27420
1613	5834.46	27420
1614	5849.39	27420
1615	5863.32	27420
1616	5880.47	27420
1617	5889.53	27420
1618	5902.16	27420
1619	5905.79	27420
1620	5923.04	27420
1621	5937.33	27420
1622	5943.17	27420
1623	5950.82	27420
1624	5962.21	27420
1625	5978.23	27420
1626	5987.17	27420
1627	5994.4	27420
1628	6008.18	27420
1629	6012	27420
1630	6021.43	27420
1631	6028.62	27420
1632	6032.72	27420
1633	6041.64	27420
1634	6054.39	27420
1635	6063.58	27420
1636	6074.14	27420
1637	6082.93	27420
1638	6095.72	27420
1639	6103.05	27420
1640	6121.08	27420
1641	6126.42	27420
1642	6134.69	27420
1643	6151.69	27420
1644	6161.05	27420
1645	6174.28	27420
1646	6181.62	27420
1647	6187.24	27420
1648	6195.21	27420
1649	6206.17	27420
1650	6221.21	27420
1651	6232.22	27420
1652	6239.47	27420
1653	6246.92	27420
1654	6256.42	27420
1655	6260.18	27420
1656	6268.62	27420
1657	6273.6	27420
1658	6282.37	27420
1659	6289.4	27420
1660	6298.13	27420
1661	6307.18	27420
1662	6309.4	27420
1663	6318.71	27420
1664	6333.99	27420
1665	6337.5	27420
1666	6344.65	27420
1667	6354.99	27420
1668	6367.49	27420
1669	6373.38	27420
1670	6383.01	27420
1671	6384.78	27420
1672	6391.37	27420
1673	6395.52	27420
1674	6414.16	27420
1675	6423.86	27420
1676	6438.12	27420
1677	6450.67	27420
1678	6459.78	27420
1679	6469.73	27420
1680	6472.54	27420
1681	6476.33	27420
1682	6482.84	27420
1683	6500.06	27420
1684	6519.71	27420
1685	6527.16	27420
1686	6534.8	27420
1687	6544.32	27420
1688	6552.45	27420
1689	6558.64	27420
1690	6568.6	27420
1691	6582.75	27420
1692	6597.2	27420
1693	6604.71	27420
1694	6611.28	27420
1695	6618.73	27420
1696	6623.53	27420
1697	6636.64	27420
1698	6643.06	27420
1699	6651.68	27420
1700	6661.23	27420
1701	6677.82	27420
1702	6684.55	27420
1703	6697.3	27420
1704	6713.88	27420
1705	6715.45	27420
1706	6728.4	27420
1707	6736.32	27420
1708	6745.18	27420
1709	6754.44	27420
1710	6773.56	27420
1711	6794.25	27420
1712	6804.53	27420
1713	6816.54	27420
1714	6825.49	27420
1715	6840.38	27420
1716	6843.58	27420
1717	6852.11	27420
1718	6868.5	27420
1719	6879.05	27420
1720	6889.64	27420
1721	6897.67	27420
1722	6910.19	27420
1723	6928.08	27420
1724	6936.08	27420
1725	6945	27420
1726	6963.43	27420
1727	6967.55	27420
1728	6985.62	27420
1729	6994.5	27420
1730	7002.8	27420
1731	7017.87	27420
1732	7031.8	27420
1733	7046.49	27420
1734	7058.29	27420
1735	7067.32	27420
1736	7080.46	27420
1737	7097.95	27420
1738	7111.48	27420
1739	7124	27420
1740	7133.16	27420
1741	7142.84	27420
1742	7152.22	27420
1743	7160.05	27420
1744	7168.06	27420
1745	7176.71	27420
1746	7196.14	27420
1747	7211.92	27420
1748	7219.22	27420
1749	7231.34	27420
1750	7240.63	27420
1751	7248.98	27420
1752	7258.54	27420
1753	7266.3	27420
1754	7280.65	27420
1755	7288.55	27420
1756	7297.16	27420
1757	7301.26	27420
1758	7308.92	27420
1759	7320.84	27420
1760	7328.72	27420
1761	7345.16	27420
1762	7360.21	27420
1763	7365.7	27420
1764	7373.86	27420
1765	7377.09	27420
1766	7386.16	27420
1767	7391.04	27420
1768	7398.16	27420
1769	7412.53	27420
1770	7428.34	27420
1771	7445.42	27420
1772	7458.17	27420
1773	7468.09	27420
1774	7471.87	27420
1775	7475.31	27420
1776	7489.9	27420
1777	7498.85	27420
1778	7503.19	27420
1779	7512.82	27420
1780	7525.29	27420
1781	7532.76	27420
1782	7542.09	27420
1783	7549.86	27420
1784	7557.53	27420
1785	7570.3	27420
1786	7579.65	27420
1787	7593.76	27420
1788	7609.28	27420
1789	7614.77	27420
1790	7619.17	27420
1791	7634	27420
1792	7642.36	27420
1793	7648.42	27420
1794	7657.02	27420
1795	7666.22	27420
1796	7672.02	27420
1797	7683.79	27420
1798	7688.26	27420
1799	7700.9	27420
1800	7715.59	27420
1801	7728.49	27420
1802	7735.52	27420
1803	7752.05	27420
1804	7761.12	27420
1805	7773.66	27420
1806	7793.66	27420
1807	7808.82	27420
1808	7819.24	27420
1809	7820.8	27420
1810	7829.57	27420
1811	7835.43	27420
1812	7854.29	27420
1813	7869.06	27420
1814	7876.81	27420
1815	7884.54	27420
1816	7899.56	27420
1817	7903.72	27420
1818	7910.2	27420
1819	7919.49	27420
1820	7936.72	27420
1821	7945.57	27420
1822	7954.52	27420
1823	7962.16	27420
1824	7971.81	27420
1825	7981.01	27420
1826	7989.22	27420
1827	8003.01	27420
1828	8019.1	27420
1829	8033.14	27420
1830	8042.84	27420
1831	8050.15	27420
1832	8062.82	27420
1833	8073.37	27420
1834	8077.67	27420
1835	8086.6	27420
1836	8094.73	27420
1837	8103.93	27420
1838	8114.35	27420
1839	8123.63	27420
1840	8132.73	27420
1841	8149.84	27420
1842	8161.4	27420
1843	8167.63	27420
1844	8175.8	27420
1845	8194.16	27420
1846	8210.76	27420
1847	8220.34	27420
1848	8232.24	27420
1849	8240.07	27420
1850	8249.62	27420
1851	8257.8	27420
1852	8265.69	27420
1853	8273.43	27420
1854	8281.13	27420
1855	8299.36	27420
1856	8309.34	27420
1857	8327.87	27420
1858	8331.69	27420
1859	8340.39	27420
1860	8352.86	27420
1861	8358.54	27420
1862	8373.12	27420
1863	8382.23	27420
1864	8389.92	27420
1865	8392.88	27420
1866	8396.26	27420
1867	8404.47	27420
1868	8417.76	27420
1869	8425.63	27420
1870	8432.96	27420
1871	8441.27	27420
1872	8456.02	27420
1873	8463.14	27420
1874	8472.04	27420
1875	8480.12	27420
1876	8493.67	27420
1877	8500.69	27420
1878	8517.77	27420
1879	8534.69	27420
1880	8543.09	27420
1881	8549.52	27420
1882	8553.78	27420
1883	8557.1	27420
1884	8565.37	27420
1885	8568.49	27420
1886	8582.14	27420
1887	8590.38	27420
1888	8593.7	27420
1889	8600.78	27420
1890	8613.19	27420
1891	8616.5	27420
1892	8624.51	27420
1893	8633.76	27420
1894	8650.94	27420
1895	8659.84	27420
1896	8671.31	27420
1897	8683.45	27420
1898	8697.33	27420
1899	8706.45	27420
1900	8723.34	27420
1901	8732.88	27420
1902	8740.87	27420
1903	8750.32	27420
1904	8758.41	27420
1905	8775.96	27420
1906	8780.16	27420
1907	8786.2	27420
1908	8793.94	27420
1909	8800.65	27420
1910	8810.48	27420
1911	8815.89	27420
1912	8821.38	27420
1913	8832.93	27420
1914	8842.17	27420
1915	8850.52	27420
1916	8861.08	27420
1917	8867.6	27420
1918	8880.82	27420
1919	8889.06	27420
1920	8904.91	27420
1921	8921.59	27420
1922	8927.49	27420
1923	8941.22	27420
1924	8954.11	27420
1925	8966.95	27420
1926	8976.11	27420
1927	8988.65	27420
1928	9005.87	27420
1929	9015.85	27420
1930	9024.7	27420
1931	9043.92	27420
1932	9051.06	27420
1933	9068.92	27420
1934	9077	27420
1935	9086.53	27420
1936	9094.86	27420
1937	9103.74	27420
1938	9120.77	27420
1939	9132.92	27420
1940	9160.84	27928
1941	9169.95	27928
1942	9172.24	27928
1943	9181.2	27928
1944	9194.54	27928
1945	9202.03	27928
1946	9209.44	27928
1947	9216.62	27928
1948	9223.8	27928
1949	9232.65	27928
1950	9241.28	27928
1951	9256.16	27928
1952	9265.63	27928
1953	9274.79	27928
1954	9284.64	27928
1955	9301.13	27928
1956	9310.24	27928
1957	9316.89	27928
1958	9328.56	27928
1959	9336.79	27928
1960	9352.28	27928
1961	9363.76	27928
1962	9374.32	27928
1963	9389.82	27928
1964	9394	27928
1965	9406.33	27928
1966	9410.35	27928
1967	9416.25	27928
1968	9422.91	27928
1969	9432.28	27928
1970	9438.83	27928
1971	9447.88	27928
1972	9455.37	27928
1973	9467.9	27928
1974	9482.76	27928
1975	9495.93	27928
1976	9505.21	27928
1977	9518.43	27928
1978	9524.9	27928
1979	9537.48	27928
1980	9550.79	27928
1981	9567.83	27928
1982	9575.9	27928
1983	9582.97	27928
1984	9599.07	27928
1985	9606.88	27928
1986	9617.99	27928
1987	9634.75	27928
1988	9642.64	27928
1989	9657.68	27928
1990	9672.13	27928
1991	9683.64	27928
1992	9691.67	27928
1993	9705.49	27928
1994	9714.6	27928
1995	9722.49	27928
1996	9734.6	27928
1997	9749.45	27928
1998	9774.78	27928
1999	9782.55	27928
2000	9790.72	27928
2001	9.22	9220
2002	13.112	9220
2003	17.352	9220
2004	21.124	9220
2005	28.216	9220
2006	40.7	12484
2007	53.92	13220
2008	66.968	13220
2009	70.604	13220
2010	90.152	19548
2011	101.752	19548
2012	107.88	19548
2013	124.016	19548
2014	131.204	19548
2015	138.904	19548
2016	145.74	19548
2017	150.076	19548
2018	169.084	19548
2019	178.892	19548
2020	188.528	19548
2021	197.696	19548
2022	205.94	19548
2023	218.172	19548
2024	231.06	19548
2025	247.388	19548
2026	256.528	19548
2027	261.756	19548
2028	274.316	19548
2029	283.072	19548
2030	290.972	19548
2031	297.392	19548
2032	304.868	19548
2033	319.18	19548
2034	327.392	19548
2035	339.232	19548
2036	352.248	19548
2037	359.636	19548
2038	363.504	19548
2039	373.096	19548
2040	378.856	19548
2041	386.648	19548
2042	402.972	19548
2043	416.888	19548
2044	429.964	19548
2045	443.02	19548
2046	457.764	19548
2047	467.156	19548
2048	473.94	19548
2049	484.232	19548
2050	488.32	19548
2051	501.668	19548
2052	512.28	19548
2053	528.008	19548
2054	535.464	19548
2055	552.276	19548
2056	559.672	19548
2057	565.468	19548
2058	582.556	19548
2059	606.368	23812
2060	621.18	23812
2061	630.752	23812
2062	641.468	23812
2063	657.12	23812
2064	669.752	23812
2065	677.904	23812
2066	692.3	23812
2067	699.904	23812
2068	709.024	23812
2069	721	23812
2070	730.492	23812
2071	737.208	23812
2072	752.368	23812
2073	760.636	23812
2074	770.164	23812
2075	778.072	23812
2076	793.364	23812
2077	805.06	23812
2078	813.32	23812
2079	826.24	23812
2080	834.596	23812
2081	841.396	23812
2082	854.372	23812
2083	860.772	23812
2084	873.988	23812
2085	882.54	23812
2086	891.156	23812
2087	904.296	23812
2088	919.548	23812
2089	925.756	23812
2090	929.112	23812
2091	943.744	23812
2092	955.004	23812
2093	963.816	23812
2094	976.008	23812
2095	980.164	23812
2096	988.672	23812
2097	1000.9	23812
2098	1014.2	23812
2099	1039.58	25380
2100	1048.42	25380
2101	1056.51	25380
2102	1066.04	25380
2103	1074.96	25380
2104	1089.27	25380
2105	1103.94	25380
2106	1121.12	25380
2107	1128.64	25380
2108	1145	25380
2109	1152.41	25380
2110	1161.72	25380
2111	1169.36	25380
2112	1177.78	25380
2113	1191.39	25380
2114	1198.81	25380
2115	1208.01	25380
2116	1216.19	25380
2117	1224.34	25380
2118	1240.91	25380
2119	1248.7	25380
2120	1262.07	25380
2121	1271.51	25380
2122	1284.36	25380
2123	1288.09	25380
2124	1297.36	25380
2125	1311.25	25380
2126	1318.98	25380
2127	1332.49	25380
2128	1340.26	25380
2129	1352.5	25380
2130	1380.52	28024
2131	1390.42	28024
2132	1406.03	28024
2133	1415.63	28024
2134	1422.16	28024
2135	1438.59	28024
2136	1448.15	28024
2137	1461.48	28024
2138	1470.66	28024
2139	1474.18	28024
2140	1482.36	28024
2141	1489.64	28024
2142	1497.77	28024
2143	1505.56	28024
2144	1524.78	28024
2145	1528.62	28024
2146	1545.86	28024
2147	1552.2	28024
2148	1561.36	28024
2149	1573.78	28024
2150	1583.09	28024
2151	1591.26	28024
2152	1598.7	28024
2153	1607	28024
2154	1620.19	28024
2155	1626.34	28024
2156	1636.27	28024
2157	1645.64	28024
2158	1652.68	28024
2159	1663.33	28024
2160	1675.72	28024
2161	1684.31	28024
2162	1701.87	28024
2163	1715.46	28024
2164	1725.44	28024
2165	1734.19	28024
2166	1748.33	28024
2167	1763.4	28024
2168	1773.32	28024
2169	1776.6	28024
2170	1795.33	28024
2171	1809.42	28024
2172	1817.77	28024
2173	1825.18	28024
2174	1839.88	28024
2175	1853.6	28024
2176	1864.39	28024
2177	1874.13	28024
2178	1883.42	28024
2179	1893.12	28024
2180	1904.34	28024
2181	1919.05	28024
2182	1931.78	28024
2183	1940.96	28024
2184	1959.46	28024
2185	1973.49	28024
2186	1988.93	28024
2187	2003.8	28024
2188	2006.76	28024
2189	2018.38	28024
2190	2032.47	28024
2191	2040.9	28024
2192	2052.92	28024
2193	2061.22	28024
2194	2071.08	28024
2195	2086.7	28024
2196	2095.93	28024
2197	2108.13	28024
2198	2117.42	28024
2199	2131.21	28024
2200	2138.31	28024
2201	2148.28	28024
2202	2157.21	28024
2203	2171.77	28024
2204	2196.88	28024
2205	2211.47	28024
2206	2221.48	28024
2207	2237.27	28024
2208	2244.07	28024
2209	2260.8	28024
2210	2266.43	28024
2211	2275.27	28024
2212	2283.92	28024
2213	2290.41	28024
2214	2304.22	28024
2215	2318.72	28024
2216	2327.11	28024
2217	2343.29	28024
2218	2356.8	28024
2219	2370.98	28024
2220	2379.75	28024
2221	2394.65	28024
2222	2402.56	28024
2223	2416.86	28024
2224	2428.7	28024
2225	2446.94	28024
2226	2452.25	28024
2227	2463.28	28024
2228	2470.88	28024
2229	2478.38	28024
2230	2492.08	28024
2231	2504.33	28024
2232	2513.75	28024
2233	2524.93	28024
2234	2544.02	28024
2235	2553.87	28024
2236	2566.16	28024
2237	2573.31	28024
2238	2579.52	28024
2239	2589.4	28024
2240	2602.5	28024
2241	2611.17	28024
2242	2615.27	28024
2243	2631.35	28024
2244	2639.46	28024
2245	2649.37	28024
2246	2664.76	28024
2247	2682.97	28024
2248	2690.17	28024
2249	2706.69	28024
2250	2717.58	28024
2251	2729.72	28024
2252	2738.77	28024
2253	2746.78	28024
2254	2750.36	28024
2255	2756.9	28024
2256	2767.97	28024
2257	2774.76	28024
2258	2787.23	28024
2259	2795.36	28024
2260	2813.46	28024
2261	2827.73	28024
2262	2831.69	28024
2263	2849.69	28024
2264	2861.67	28024
2265	2867.71	28024
2266	2872.58	28024
2267	2889.67	28024
2268	2900.74	28024
2269	2917.96	28024
2270	2922.75	28024
2271	2932.69	28024
2272	2946.63	28024
2273	2956.41	28024
2274	2965.7	28024
2275	2975.18	28024
2276	2986.54	28024
2277	3003.24	28024
2278	3007.1	28024
2279	3015.59	28024
2280	3023.62	28024
2281	3033.58	28024
2282	3043.48	28024
2283	3054.72	28024
2284	3069.52	28024
2285	3085.58	28024
2286	3092.67	28024
2287	3101.36	28024
2288	3108.72	28024
2289	3121.39	28024
2290	3129.49	28024
2291	3144.39	28024
2292	3153.48	28024
2293	3162.64	28024
2294	3169.98	28024
2295	3199.52	29536
2296	3205.02	29536
2297	3223.78	29536
2298	3236.76	29536
2299	3242.26	29536
2300	3254.9	29536
2301	3264.57	29536
2302	3282.88	29536
2303	3297.07	29536
2304	3309.26	29536
2305	3316.68	29536
2306	3324.93	29536
2307	3337.79	29536
2308	3345.86	29536
2309	3355.49	29536
2310	3365.94	29536
2311	3380.16	29536
2312	3383.5	29536
2313	3396.47	29536
2314	3407.11	29536
2315	3420.28	29536
2316	3427.04	29536
2317	3440.16	29536
2318	3457.22	29536
2319	3475.41	29536
2320	3497.08	29536
2321	3511.8	29536
2322	3523.07	29536
2323	3535.48	29536
2324	3542.66	29536
2325	3550.96	29536
2326	3559.15	29536
2327	3576.58	29536
2328	3585.72	29536
2329	3594.11	29536
2330	3602.45	29536
2331	3608.88	29536
2332	3617.25	29536
2333	3628.69	29536
2334	3637.1	29536
2335	3651.09	29536
2336	3660.9	29536
2337	3675.3	29536
2338	3679.17	29536
2339	3692.24	29536
2340	3698.24	29536
2341	3709	29536
2342	3722.76	29536
2343	3729.24	29536
2344	3744.16	29536
2345	3758.54	29536
2346	3773.63	29536
2347	3783.65	29536
2348	3790.8	29536
2349	3807.87	29536
2350	3816.63	29536
2351	3836.17	29536
2352	3854.31	29536
2353	3861.57	29536
2354	3868.05	29536
2355	3884.81	29536
2356	3904.79	29536
2357	3913.17	29536
2358	3922.34	29536
2359	3935.26	29536
2360	3948.5	29536
2361	3965.05	29536
2362	3983.32	29536
2363	3992.29	29536
2364	3996.34	29536
2365	4004.24	29536
2366	4012.93	29536
2367	4022.2	29536
2368	4031.89	29536
2369	4043.32	29536
2370	4067.34	29536
2371	4081.91	29536
2372	4089.94	29536
2373	4099.4	29536
2374	4106.81	29536
2375	4110.29	29536
2376	4126.69	29536
2377	4142.87	29536
2378	4151.72	29536
2379	4159.12	29536
2380	4182.16	29536
2381	4191.69	29536
2382	4203.84	29536
2383	4218.12	29536
2384	4225.73	29536
2385	4236.04	29536
2386	4244.14	29536
2387	4253.09	29536
2388	4262.13	29536
2389	4272.01	29536
2390	4280.03	29536
2391	4295.5	29536
2392	4305.03	29536
2393	4309.84	29536
2394	4317.68	29536
2395	4325.44	29536
2396	4334.2	29536
2397	4342.39	29536
2398	4351.88	29536
2399	4366.69	29536
2400	4376.39	29536
2401	4384.24	29536
2402	4398.14	29536
2403	4400.84	29536
2404	4410.68	29536
2405	4429.11	29536
2406	4437.6	29536
2407	4452.54	29536
2408	4462.38	29536
2409	4474.55	29536
2410	4488.13	29536
2411	4495.31	29536
2412	4504.79	29536
2413	4524.93	29536
2414	4541.54	29536
2415	4553.28	29536
2416	4563.04	29536
2417	4591.24	29536
2418	4605.45	29536
2419	4614.96	29536
2420	4622.46	29536
2421	4638.12	29536
2422	4651.02	29536
2423	4659.38	29536
2424	4669.16	29536
2425	4676.93	29536
2426	4680.59	29536
2427	4689.93	29536
2428	4698.32	29536
2429	4713.45	29536
2430	4717.38	29536
2431	4729.56	29536
2432	4736.42	29536
2433	4751.21	29536
2434	4764.2	29536
2435	4772.98	29536
2436	4791.04	29536
2437	4803.81	29536
2438	4811.86	29536
2439	4829.19	29536
2440	4839.93	29536
2441	4856.59	29536
2442	4869.91	29536
2443	4878.35	29536
2444	4888.8	29536
2445	4897.08	29536
2446	4914.7	29536
2447	4929.71	29536
2448	4954.78	29536
2449	4964.24	29536
2450	4981.68	29536
2451	4990.66	29536
2452	5000.62	29536
2453	5016.72	29536
2454	5026.28	29536
2455	5045.76	29536
2456	5057.34	29536
2457	5064.88	29536
2458	5068.53	29536
2459	5080.96	29536
2460	5086.7	29536
2461	5095.42	29536
2462	5121.15	29536
2463	5136.11	29536
2464	5160.56	29536
2465	5168.84	29536
2466	5179.72	29536
2467	5184.5	29536
2468	5192.68	29536
2469	5201.78	29536
2470	5211.24	29536
2471	5226.26	29536
2472	5237.15	29536
2473	5243.21	29536
2474	5261.79	29536
2475	5278.9	29536
2476	5291.78	29536
2477	5305.04	29536
2478	5317.43	29536
2479	5327.06	29536
2480	5341.91	29536
2481	5350.29	29536
2482	5359.43	29536
2483	5374.24	29536
2484	5391.4	29536
2485	5407.88	29536
2486	5421.62	29536
2487	5431.73	29536
2488	5441.63	29536
2489	5451.12	29536
2490	5463.94	29536
2491	5476.45	29536
2492	5483.83	29536
2493	5495.82	29536
2494	5508.92	29536
2495	5525.06	29536
2496	5533.55	29536
2497	5537.49	29536
2498	5552.03	29536
2499	5560.35	29536
2500	5586.96	29536
2501	5594.35	29536
2502	5611.32	29536
2503	5620.12	29536
2504	5636.55	29536
2505	5650.26	29536
2506	5654.44	29536
2507	5668.95	29536
2508	5681.42	29536
2509	5693.06	29536
2510	5703.48	29536
2511	5716.26	29536
2512	5724.52	29536
2513	5736.35	29536
2514	5741.26	29536
2515	5746.97	29536
2516	5756.08	29536
2517	5758.75	29536
2518	5773.36	29536
2519	5782.22	29536
2520	5791.15	29536
2521	5808.18	29536
2522	5822.59	29536
2523	5831.57	29536
2524	5845.06	29536
2525	5854.26	29536
2526	5866.98	29536
2527	5882.56	29536
2528	5899.1	29536
2529	5912.87	29536
2530	5927.71	29536
2531	5942.86	29536
2532	5955.64	29536
2533	5964.99	29536
2534	5982.12	29536
2535	5996.22	29536
2536	6005.73	29536
2537	6018.44	29536
2538	6027.89	29536
2539	6037.3	29536
2540	6052.76	29536
2541	6069.57	29536
2542	6077.11	29536
2543	6085.94	29536
2544	6113.08	29536
2545	6116.78	29536
2546	6131.23	29536
2547	6147.7	29536
2548	6155.77	29536
2549	6163.72	29536
2550	6177.2	29536
2551	6183.04	29536
2552	6199.53	29536
2553	6203.89	29536
2554	6213.98	29536
2555	6228.21	29536
2556	6240.04	29536
2557	6252.93	29536
2558	6266.94	29536
2559	6276.72	29536
2560	6289.95	29536
2561	6306.38	29536
2562	6331.91	29536
2563	6354.12	29536
2564	6362.64	29536
2565	6366.74	29536
2566	6373.2	29536
2567	6380.77	29536
2568	6391.91	29536
2569	6400.66	29536
2570	6415.3	29536
2571	6438.03	29536
2572	6444.27	29536
2573	6458.49	29536
2574	6471.84	29536
2575	6486.72	29536
2576	6499.92	29536
2577	6510.71	29536
2578	6525.86	29536
2579	6534.33	29536
2580	6543.56	29536
2581	6558.83	29536
2582	6573.82	29536
2583	6589.28	29536
2584	6604.22	29536
2585	6635.12	30896
2586	6643.82	30896
2587	6653.4	30896
2588	6669.38	30896
2589	6684.89	30896
2590	6701.76	30896
2591	6722.49	30896
2592	6729.99	30896
2593	6736.47	30896
2594	6741.78	30896
2595	6750.85	30896
2596	6758.62	30896
2597	6769.66	30896
2598	6775.86	30896
2599	6799.93	30896
2600	6815.28	30896
2601	6827.79	30896
2602	6842.06	30896
2603	6850.92	30896
2604	6862.04	30896
2605	6876.59	30896
2606	6885.97	30896
2607	6895	30896
2608	6907.45	30896
2609	6922.02	30896
2610	6938.8	30896
2611	6951.38	30896
2612	6961.17	30896
2613	6977.58	30896
2614	6984.03	30896
2615	6992.88	30896
2616	7001.16	30896
2617	7018.09	30896
2618	7025.84	30896
2619	7033.7	30896
2620	7044.26	30896
2621	7052.51	30896
2622	7055.75	30896
2623	7068.38	30896
2624	7081.26	30896
2625	7084.83	30896
2626	7090.14	30896
2627	7108.03	30896
2628	7121.82	30896
2629	7128.52	30896
2630	7152.66	30896
2631	7158.54	30896
2632	7166.32	30896
2633	7177.66	30896
2634	7183.86	30896
2635	7193.24	30896
2636	7201.36	30896
2637	7215.34	30896
2638	7229.43	30896
2639	7246.61	30896
2640	7252.34	30896
2641	7262.55	30896
2642	7271.32	30896
2643	7280.46	30896
2644	7297.34	30896
2645	7310.15	30896
2646	7335.82	30896
2647	7354.24	30896
2648	7369.38	30896
2649	7377.35	30896
2650	7388.07	30896
2651	7400.26	30896
2652	7416.32	30896
2653	7424.49	30896
2654	7435.03	30896
2655	7443.89	30896
2656	7453.74	30896
2657	7466.24	30896
2658	7476.6	30896
2659	7493.7	30896
2660	7502.43	30896
2661	7511.43	30896
2662	7524.13	30896
2663	7539.38	30896
2664	7549.18	30896
2665	7565.21	30896
2666	7572.49	30896
2667	7583.81	30896
2668	7593.12	30896
2669	7602.6	30896
2670	7608.34	30896
2671	7614.87	30896
2672	7623.81	30896
2673	7641.86	30896
2674	7645.6	30896
2675	7658.83	30896
2676	7667.48	30896
2677	7680.42	30896
2678	7693.88	30896
2679	7710.77	30896
