episode	mean	max
2680	7725.82	30896
2681	7735.4	30896
2682	7744.88	30896
2683	7755.59	30896
2684	7779.74	30896
2685	7787.93	30896
2686	7796.66	30896
2687	7807.92	30896
2688	7820.78	30896
2689	7834.06	30896
2690	7850.2	30896
2691	7866.5	30896
2692	7885.77	30896
2693	7902.73	30896
2694	7912.6	30896
2695	7918.01	30896
2696	7927.03	30896
2697	7938.71	30896
2698	7956.25	30896
2699	7973.19	30896
2700	7976.95	30896
2701	7991.27	30896
2702	8006.74	30896
2703	8013.62	30896
2704	8028.48	30896
2705	8039.16	30896
2706	8051.25	30896
2707	8061.18	30896
2708	8072.72	30896
2709	8086.04	30896
2710	8103.25	30896
2711	8119.86	30896
2712	8133.95	30896
2713	8142.23	30896
2714	8156.4	30896
2715	8171.8	30896
2716	8177.9	30896
2717	8188.74	30896
2718	8198.24	30896
2719	8209.59	30896
2720	8217.07	30896
2721	8230.54	30896
2722	8244.95	30896
2723	8257.89	30896
2724	8266.06	30896
2725	8275.78	30896
2726	8286.58	30896
2727	8295.86	30896
2728	8309.38	30896
2729	8323.58	30896
2730	8332.5	30896
2731	8347.51	30896
2732	8381.41	33896
2733	8389.33	33896
2734	8395.93	33896
2735	8404.4	33896
2736	8418.2	33896
2737	8428.99	33896
2738	8442.84	33896
2739	8446.91	33896
2740	8455.77	33896
2741	8465.36	33896
2742	8478.88	33896
2743	8494.99	33896
2744	8510.44	33896
2745	8528.25	33896
2746	8536.06	33896
2747	8547.69	33896
2748	8557.2	33896
2749	8572.62	33896
2750	8587.96	33896
2751	8600	33896
2752	8613.35	33896
2753	8625	33896
2754	8641.43	33896
2755	8657.25	33896
2756	8664.59	33896
2757	8673.63	33896
2758	8681.08	33896
2759	8695.64	33896
2760	8704.88	33896
2761	8707.9	33896
2762	8720.78	33896
2763	8738.22	33896
2764	8753.85	33896
2765	8770.18	33896
2766	8788.19	33896
2767	8808.2	33896
2768	8813.91	33896
2769	8820.98	33896
2770	8824.64	33896
2771	8832.01	33896
2772	8844.22	33896
2773	8853.16	33896
2774	8860	33896
2775	8868.34	33896
2776	8884.86	33896
2777	8897.38	33896
2778	8906.91	33896
2779	8920.61	33896
2780	8922.98	33896
2781	8939.33	33896
2782	8956.7	33896
2783	8983.27	33896
2784	8997.84	33896
2785	9001.92	33896
2786	9018.83	33896
2787	9037.74	33896
2788	9050.55	33896
2789	9060.35	33896
2790	9070.04	33896
2791	9093.72	33896
2792	9106.2	33896
2793	9123.66	33896
2794	9147.41	33896
2795	9180.21	33896
2796	9190.02	33896
2797	9207.86	33896
2798	9227.49	33896
2799	9240.81	33896
2800	9250.08	33896
2801	9251.8	33896
2802	9260.06	33896
2803	9269.18	33896
2804	9278.53	33896
2805	9297.98	33896
2806	9309.28	33896
2807	9314.88	33896
2808	9323.84	33896
2809	9333.04	33896
2810	9341.97	33896
2811	9351.76	33896
2812	9360.51	33896
2813	9368.92	33896
2814	9376.91	33896
2815	9389.92	33896
2816	9402.65	33896
2817	9416.03	33896
2818	9431.08	33896
2819	9440.13	33896
2820	9453.75	33896
2821	9471.75	33896
2822	9480.14	33896
2823	9485.14	33896
2824	9494.28	33896
2825	9513.58	33896
2826	9521.66	33896
2827	9533.6	33896
2828	9543.43	33896
2829	9557.24	33896
2830	9565.39	33896
2831	9573.42	33896
2832	9581.36	33896
2833	9591.15	33896
2834	9598.99	33896
2835	9613.23	33896
2836	9616.24	33896
2837	9627.84	33896
2838	9641.83	33896
2839	9652.64	33896
2840	9661.7	33896
2841	9665.69	33896
2842	9669.44	33896
2843	9678.64	33896
2844	9686.64	33896
2845	9699.46	33896
2846	9708.86	33896
2847	9721.74	33896
2848	9732.28	33896
2849	9747.06	33896
2850	9760.87	33896
2851	9773.35	33896
2852	9786.2	33896
2853	9795.31	33896
2854	9804.47	33896
2855	9813.16	33896
2856	9822.69	33896
2857	9838.24	33896
2858	9846.94	33896
2859	9864.13	33896
2860	9887.41	33896
2861	9894.86	33896
2862	9909.39	33896
2863	9923.6	33896
2864	9934.72	33896
2865	9953.13	33896
2866	9971	33896
2867	9984.66	33896
2868	9991.37	33896
2869	9999.17	33896
2870	10009.1	33896
2871	10021.2	33896
2872	10028.5	33896
2873	10041.7	33896
2874	10053.5	33896
2875	10066.6	33896
2876	10075.5	33896
2877	10086.9	33896
2878	10093.3	33896
2879	10103.6	33896
2880	10113.2	33896
2881	10120	33896
2882	10129.2	33896
2883	10147.3	33896
2884	10157.7	33896
2885	10169.5	33896
2886	10185.8	33896
2887	10195.4	33896
2888	10210.3	33896
2889	10225.6	33896
2890	10234	33896
2891	10249.2	33896
2892	10258.8	33896
2893	10273.3	33896
2894	10290.3	33896
2895	10297.6	33896
2896	10311.6	33896
2897	10330.6	33896
2898	10343.1	33896
2899	10356.2	33896
2900	10368.6	33896
2901	10376.5	33896
2902	10393.7	33896
2903	10402.3	33896
2904	10410.5	33896
2905	10422.6	33896
2906	10439.8	33896
2907	10448.8	33896
2908	10466.7	33896
2909	10475.1	33896
2910	10496.1	33896
2911	10513.2	33896
2912	10524.6	33896
2913	10535	33896
2914	10547.3	33896
2915	10561.9	33896
2916	10566.1	33896
2917	10576	33896
2918	10595.2	33896
2919	10600	33896
2920	10617.8	33896
2921	10631.2	33896
2922	10645.1	33896
2923	10661.9	33896
2924	10678.9	33896
2925	10692.5	33896
2926	10707.8	33896
2927	10734.4	33896
2928	10743.9	33896
2929	10764.2	33896
2930	10772.3	33896
2931	10778.6	33896
2932	10790.8	33896
2933	10797.6	33896
2934	10818	33896
2935	10836.3	33896
2936	10852.3	33896
2937	10867.9	33896
2938	10883.9	33896
2939	10898.8	33896
2940	10913	33896
2941	10922	33896
2942	10928.1	33896
2943	10938.5	33896
2944	10954.6	33896
2945	10971.5	33896
2946	10980.6	33896
2947	10987.6	33896
2948	11000.6	33896
2949	11005.4	33896
2950	11016.2	33896
2951	11043.4	33896
2952	11052.2	33896
2953	11060.6	33896
2954	11069.4	33896
2955	11078.7	33896
2956	11096.5	33896
2957	11104.4	33896
2958	11113.6	33896
2959	11121.5	33896
2960	11136.4	33896
2961	11165.6	33896
2962	11190	33896
2963	11199	33896
2964	11216.6	33896
2965	11229.7	33896
2966	11241.4	33896
2967	11253	33896
2968	11274.8	33896
2969	11287.6	33896
2970	11304.5	33896
2971	11316	33896
2972	11321	33896
2973	11336.8	33896
2974	11355.8	33896
2975	11370	33896
2976	11398.1	33896
2977	11416.1	33896
2978	11430.1	33896
2979	11453.6	33896
2980	11479.6	33896
2981	11508	33896
2982	11523.2	33896
2983	11527.3	33896
2984	11541.1	33896
2985	11549.3	33896
2986	11564.9	33896
2987	11588.3	33896
2988	11591.5	33896
2989	11595.5	33896
2990	11610	33896
2991	11618.7	33896
2992	11626.4	33896
2993	11640.5	33896
2994	11648.5	33896
2995	11660.8	33896
2996	11677.4	33896
2997	11690.8	33896
2998	11704.9	33896
2999	11711.6	33896
3000	11720	33896
3001	7.056	7056
3002	18.888	11832
3003	30.664	11832
3004	40.304	11832
3005	55.244	14940
3006	61.26	14940
3007	69.512	14940
3008	74.916	14940
3009	83.552	14940
3010	94.428	14940
3011	112.132	17704
3012	126.024	17704
3013	138.2	17704
3014	154.644	17704
3015	170.828	17704
3016	178.9	17704
3017	188.46	17704
3018	202.272	17704
3019	210.488	17704
3020	218.476	17704
3021	236.216	17740
3022	243.684	17740
3023	252.9	17740
3024	259.88	17740
3025	276.98	17740
3026	286.82	17740
3027	293.688	17740
3028	310.748	17740
3029	320.044	17740
3030	331.06	17740
3031	346.868	17740
3032	350.024	17740
3033	363.748	17740
3034	379.78	17740
3035	392.22	17740
3036	407.444	17740
3037	418.54	17740
3038	435.548	17740
3039	444.492	17740
3040	452.764	17740
3041	459.552	17740
3042	467.868	17740
3043	475.004	17740
3044	492.332	17740
3045	506.428	17740
3046	522.004	17740
3047	531.904	17740
3048	545.748	17740
3049	556.444	17740
3050	571.756	17740
3051	583.516	17740
3052	611.152	27636
3053	618.92	27636
3054	634.18	27636
3055	639.704	27636
3056	655.78	27636
3057	670.384	27636
3058	678.856	27636
3059	686.024	27636
3060	698.144	27636
3061	712.796	27636
3062	718.108	27636
3063	732.22	27636
3064	760.208	27988
3065	772.412	27988
3066	780.884	27988
3067	798.164	27988
3068	803.664	27988
3069	819.74	27988
3070	828.3	27988
3071	841.78	27988
3072	861.4	27988
3073	873.976	27988
3074	877.836	27988
3075	891.936	27988
3076	901.672	27988
3077	917.588	27988
3078	930.328	27988
3079	945.024	27988
3080	958.324	27988
3081	972.628	27988
3082	984.32	27988
3083	994.2	27988
3084	1005.98	27988
3085	1014.82	27988
3086	1032.65	27988
3087	1036.85	27988
3088	1046.2	27988
3089	1062.39	27988
3090	1074.6	27988
3091	1082.01	27988
3092	1097.88	27988
3093	1105.37	27988
3094	1129.57	27988
3095	1136.06	27988
3096	1146.48	27988
3097	1153.86	27988
3098	1169.89	27988
3099	1183.76	27988
3100	1189.26	27988
3101	1203.66	27988
3102	1220.27	27988
3103	1238.12	27988
3104	1252.63	27988
3105	1261.32	27988
3106	1273.4	27988
3107	1277.6	27988
3108	1294.42	27988
3109	1303.42	27988
3110	1311.94	27988
3111	1321.53	27988
3112	1330.04	27988
3113	1347.93	27988
3114	1357.52	27988
3115	1370.34	27988
3116	1380.27	27988
3117	1389.33	27988
3118	1401.29	27988
3119	1410.78	27988
3120	1419.65	27988
3121	1430.25	27988
3122	1438.41	27988
3123	1450.58	27988
3124	1464.89	27988
3125	1479.1	27988
3126	1493.24	27988
3127	1501.84	27988
3128	1523.44	27988
3129	1526.74	27988
3130	1530.4	27988
3131	1542.88	27988
3132	1559.27	27988
3133	1567.76	27988
3134	1582.46	27988
3135	1589.82	27988
3136	1598.12	27988
3137	1613.44	27988
3138	1626.79	27988
3139	1645.43	27988
3140	1656.16	27988
3141	1674.01	27988
3142	1681.33	27988
3143	1695.5	27988
3144	1711.71	27988
3145	1720.32	27988
3146	1737.12	27988
3147	1752.01	27988
3148	1769.76	27988
3149	1778.84	27988
3150	1785.31	27988
3151	1788.01	27988
3152	1802.61	27988
3153	1815.4	27988
3154	1835.56	27988
3155	1844.3	27988
3156	1852.2	27988
3157	1873.59	27988
3158	1884.24	27988
3159	1900.62	27988
3160	1926.86	27988
3161	1939.64	27988
3162	1947.75	27988
3163	1965.3	27988
3164	1974.09	27988
3165	1988.72	27988
3166	2015.57	27988
3167	2030.44	27988
3168	2033.92	27988
3169	2043.56	27988
3170	2057.25	27988
3171	2064.68	27988
3172	2074.09	27988
3173	2079.54	27988
3174	2091.84	27988
3175	2105.67	27988
3176	2113.12	27988
3177	2118.92	27988
3178	2131.02	27988
3179	2139.64	27988
3180	2153.39	27988
3181	2161.71	27988
3182	2169.92	27988
3183	2178.2	27988
3184	2193.8	27988
3185	2207.03	27988
3186	2221.61	27988
3187	2242.42	27988
3188	2257.08	27988
3189	2264.39	27988
3190	2277.46	27988
3191	2292.48	27988
3192	2313.24	27988
3193	2330.11	27988
3194	2339.04	27988
3195	2342.66	27988
3196	2352.9	27988
3197	2358.38	27988
3198	2384.97	27988
3199	2389.6	27988
3200	2404.38	27988
3201	2408.19	27988
3202	2422.88	27988
3203	2430.74	27988
3204	2446.15	27988
3205	2462.92	27988
3206	2472.85	27988
3207	2489.79	27988
3208	2499.46	27988
3209	2510.18	27988
3210	2527.46	27988
3211	2534.08	27988
3212	2545.86	27988
3213	2558.07	27988
3214	2569.77	27988
3215	2582.32	27988
3216	2591.57	27988
3217	2599.64	27988
3218	2614.41	27988
3219	2625.38	27988
3220	2643.46	27988
3221	2660.28	27988
3222	2673.17	27988
3223	2685.68	27988
3224	2703.18	27988
3225	2731.22	28036
3226	2739.31	28036
3227	2755.3	28036
3228	2769.94	28036
3229	2779.51	28036
3230	2794.4	28036
3231	2809.88	28036
3232	2826.16	28036
3233	2831.38	28036
3234	2835.25	28036
3235	2844.95	28036
3236	2855.56	28036
3237	2869.63	28036
3238	2878.51	28036
3239	2894.96	28036
3240	2911.3	28036
3241	2928.04	28036
3242	2936.16	28036
3243	2953.83	28036
3244	2966.71	28036
3245	2975.04	28036
3246	2991.52	28036
3247	3005.91	28036
3248	3013.61	28036
3249	3025.21	28036
3250	3042.79	28036
3251	3055.4	28036
3252	3059.08	28036
3253	3067.03	28036
3254	3086.11	28036
3255	3103.37	28036
3256	3118.99	28036
3257	3135	28036
3258	3151.92	28036
3259	3164.5	28036
3260	3185.82	28036
3261	3200.88	28036
3262	3217.41	28036
3263	3226.48	28036
3264	3240.6	28036
3265	3260.84	28036
3266	3279.44	28036
3267	3288.87	28036
3268	3303.65	28036
3269	3321.1	28036
3270	3335.17	28036
3271	3340.96	28036
3272	3361.48	28036
3273	3370.82	28036
3274	3378.94	28036
3275	3395.14	28036
3276	3401.44	28036
3277	3415.04	28036
3278	3451.47	36436
3279	3467.64	36436
3280	3475.79	36436
3281	3483.22	36436
3282	3493.97	36436
3283	3508.97	36436
3284	3520.12	36436
3285	3529.23	36436
3286	3543.08	36436
3287	3552.74	36436
3288	3559.1	36436
3289	3569.46	36436
3290	3589.62	36436
3291	3603.87	36436
3292	3605.66	36436
3293	3622.47	36436
3294	3633.95	36436
3295	3644.64	36436
3296	3659.34	36436
3297	3662.97	36436
3298	3682.74	36436
3299	3694.8	36436
3300	3711.48	36436
3301	3725.52	36436
3302	3733.11	36436
3303	3741.36	36436
3304	3753.58	36436
3305	3767.43	36436
3306	3780.79	36436
3307	3788.69	36436
3308	3806	36436
3309	3814.29	36436
3310	3822.99	36436
3311	3829.65	36436
3312	3837.12	36436
3313	3860.72	36436
3314	3875.03	36436
3315	3904.54	36436
3316	3914.61	36436
3317	3923.45	36436
3318	3936.25	36436
3319	3951.44	36436
3320	3965.44	36436
3321	3973.63	36436
3322	3982.16	36436
3323	3990.54	36436
3324	3998.68	36436
3325	4009.14	36436
3326	4023.38	36436
3327	4039.72	36436
3328	4046.3	36436
3329	4062.22	36436
3330	4076.92	36436
3331	4087.71	36436
3332	4111.17	36436
3333	4117.3	36436
3334	4127.16	36436
3335	4131.46	36436
3336	4139.71	36436
3337	4151.99	36436
3338	4160.95	36436
3339	4170.46	36436
3340	4187.27	36436
3341	4203.65	36436
3342	4217.4	36436
3343	4233.14	36436
3344	4241.27	36436
3345	4250.91	36436
3346	4256.14	36436
3347	4264.2	36436
3348	4273.49	36436
3349	4287.65	36436
3350	4302.33	36436
3351	4308.16	36436
3352	4322.16	36436
3353	4330.29	36436
3354	4347.4	36436
3355	4366.92	36436
3356	4375.66	36436
3357	4388.21	36436
3358	4404.72	36436
3359	4411.92	36436
3360	4421.63	36436
3361	4432.27	36436
3362	4439.82	36436
3363	4454.18	36436
3364	4460.62	36436
3365	4467.98	36436
3366	4475.8	36436
3367	4489.55	36436
3368	4500.17	36436
3369	4513.38	36436
3370	4521.26	36436
3371	4535.24	36436
3372	4561.48	36436
3373	4565.09	36436
3374	4584.96	36436
3375	4594.61	36436
3376	4612.63	36436
3377	4628.98	36436
3378	4640.72	36436
3379	4657.58	36436
3380	4674.2	36436
3381	4689.66	36436
3382	4705.7	36436
3383	4714.38	36436
3384	4728.52	36436
3385	4737.96	36436
3386	4746.07	36436
3387	4749.27	36436
3388	4766.38	36436
3389	4784.76	36436
3390	4801.62	36436
3391	4817.97	36436
3392	4826.02	36436
3393	4841.12	36436
3394	4849.21	36436
3395	4858.76	36436
3396	4875.3	36436
3397	4886.42	36436
3398	4899.49	36436
3399	4914.41	36436
3400	4932.74	36436
3401	4942.53	36436
3402	4956.92	36436
3403	4964.81	36436
3404	4982.06	36436
3405	4991.02	36436
3406	5010.67	36436
3407	5026.74	36436
3408	5052.9	36436
3409	5070.45	36436
3410	5074.9	36436
3411	5091.96	36436
3412	5101.5	36436
3413	5117.28	36436
3414	5142.43	36436
3415	5151.59	36436
3416	5165.53	36436
3417	5177.93	36436
3418	5186.26	36436
3419	5196.97	36436
3420	5210.15	36436
3421	5230.2	36436
3422	5246.82	36436
3423	5256.76	36436
3424	5276.15	36436
3425	5298	36436
3426	5307.68	36436
3427	5316.9	36436
3428	5331.57	36436
3429	5339.78	36436
3430	5347.59	36436
3431	5359.74	36436
3432	5364.68	36436
3433	5382.87	36436
3434	5396.34	36436
3435	5407.07	36436
3436	5425.24	36436
3437	5434.61	36436
3438	5457.91	36436
3439	5472.71	36436
3440	5481.98	36436
3441	5491.21	36436
3442	5503.74	36436
3443	5521.55	36436
3444	5531	36436
3445	5545.01	36436
3446	5552.85	36436
3447	5561.82	36436
3448	5567.95	36436
3449	5573.52	36436
3450	5577.63	36436
3451	5593.66	36436
3452	5618.59	36436
3453	5635.52	36436
3454	5652.58	36436
3455	5665.6	36436
3456	5673.74	36436
3457	5677.83	36436
3458	5690.24	36436
3459	5704.01	36436
3460	5713.76	36436
3461	5728.78	36436
3462	5740.96	36436
3463	5756.45	36436
3464	5765.8	36436
3465	5779.52	36436
3466	5787.63	36436
3467	5801.63	36436
3468	5818.02	36436
3469	5842.28	36436
3470	5856.61	36436
3471	5864.35	36436
3472	5882.17	36436
3473	5889.34	36436
3474	5904.91	36436
3475	5918.12	36436
3476	5943.97	36436
3477	5962.32	36436
3478	5973.43	36436
3479	5989.25	36436
3480	5998.73	36436
3481	6017.18	36436
3482	6026.79	36436
3483	6044.92	36436
3484	6052.82	36436
3485	6069.52	36436
3486	6097.19	36436
3487	6116.05	36436
3488	6129.94	36436
3489	6143.64	36436
3490	6155.76	36436
3491	6178.44	36436
3492	6181.8	36436
3493	6194.73	36436
3494	6203.36	36436
3495	6225.46	36436
3496	6236.13	36436
3497	6251.25	36436
3498	6259.68	36436
3499	6279.02	36436
3500	6285.64	36436
3501	6291.42	36436
3502	6306.36	36436
3503	6315.86	36436
3504	6334.22	36436
3505	6344.13	36436
3506	6353.74	36436
3507	6373.85	36436
3508	6386.07	36436
3509	6402.2	36436
3510	6413.7	36436
3511	6430.98	36436
3512	6442.93	36436
3513	6450.96	36436
3514	6468.04	36436
3515	6482.24	36436
3516	6497.78	36436
3517	6510.76	36436
3518	6521.81	36436
3519	6534.19	36436
3520	6546.98	36436
3521	6554.59	36436
3522	6571.82	36436
3523	6587.19	36436
3524	6601.18	36436
3525	6611.1	36436
3526	6623.56	36436
3527	6640.61	36436
3528	6644.46	36436
3529	6653.62	36436
3530	6662.86	36436
3531	6670.15	36436
3532	6684.5	36436
3533	6700.72	36436
3534	6719.16	36436
3535	6735.72	36436
3536	6752.72	36436
3537	6777.1	36436
3538	6791.97	36436
3539	6809.97	36436
3540	6818.24	36436
3541	6828.56	36436
3542	6834.04	36436
3543	6843.84	36436
3544	6861.02	36436
3545	6879.08	36436
3546	6889.03	36436
3547	6898.66	36436
3548	6907.85	36436
3549	6919.51	36436
3550	6949.24	36436
3551	6980.62	36436
3552	6993	36436
3553	7002.96	36436
3554	7020.37	36436
3555	7040.88	36436
3556	7049.71	36436
3557	7065.36	36436
3558	7079.44	36436
3559	7096.12	36436
3560	7104.47	36436
3561	7126.24	36436
3562	7138.89	36436
3563	7146.38	36436
3564	7156.2	36436
3565	7175.84	36436
3566	7188.37	36436
3567	7204.73	36436
3568	7214.38	36436
3569	7223.89	36436
3570	7230.36	36436
3571	7236.33	36436
3572	7248.69	36436
3573	7258.32	36436
3574	7267.58	36436
3575	7276.86	36436
3576	7293.11	36436
3577	7305.98	36436
3578	7313.72	36436
3579	7331.18	36436
3580	7346.9	36436
3581	7356.43	36436
3582	7374.75	36436
3583	7378.12	36436
3584	7388.86	36436
3585	7405.79	36436
3586	7421.22	36436
3587	7430.33	36436
3588	7444.14	36436
3589	7454.23	36436
3590	7469.42	36436
3591	7481.44	36436
3592	7498.1	36436
3593	7515.98	36436
3594	7533.14	36436
3595	7550.07	36436
3596	7559.22	36436
3597	7573.76	36436
3598	7577.66	36436
3599	7592.09	36436
3600	7620.04	36436
3601	7628.68	36436
3602	7643.25	36436
3603	7652.14	36436
3604	7658.32	36436
3605	7665.76	36436
3606	7678.04	36436
3607	7685.77	36436
3608	7699.51	36436
3609	7716.7	36436
3610	7725.02	36436
3611	7738	36436
3612	7753.73	36436
3613	7769.6	36436
3614	7785.48	36436
3615	7803.59	36436
3616	7822.62	36436
3617	7835.52	36436
3618	7853.47	36436
3619	7861.82	36436
3620	7877.37	36436
3621	7890.22	36436
3622	7898.14	36436
3623	7912.08	36436
3624	7919.97	36436
3625	7923.91	36436
3626	7930.25	36436
3627	7944.04	36436
3628	7949.28	36436
3629	7959.88	36436
3630	7973.22	36436
3631	7985.68	36436
3632	7996.35	36436
3633	8008.76	36436
3634	8016.7	36436
3635	8028.37	36436
3636	8035.11	36436
3637	8052.39	36436
3638	8059.11	36436
3639	8066.99	36436
3640	8080.66	36436
3641	8096.74	36436
3642	8109.34	36436
3643	8126.68	36436
3644	8135.35	36436
3645	8141.7	36436
3646	8158.48	36436
3647	8170.75	36436
3648	8180.74	36436
3649	8193.25	36436
3650	8210.23	36436
3651	8225.74	36436
3652	8240.15	36436
3653	8249.74	36436
3654	8259.19	36436
3655	8274.88	36436
3656	8290.06	36436
3657	8313.48	36436
3658	8342.84	36436
3659	8354.83	36436
3660	8360.61	36436
3661	8368.68	36436
3662	8381.63	36436
3663	8388.54	36436
3664	8397.96	36436
3665	8417.63	36436
3666	8434.53	36436
3667	8451.51	36436
3668	8468.32	36436
3669	8475.8	36436
3670	8485.62	36436
3671	8501.9	36436
3672	8512.38	36436
3673	8530.16	36436
3674	8537.84	36436
3675	8548.94	36436
3676	8566.65	36436
3677	8575.01	36436
3678	8589.4	36436
3679	8605.99	36436
3680	8615.42	36436
3681	8625.18	36436
3682	8634.02	36436
3683	8653.48	36436
3684	8663.34	36436
3685	8676.21	36436
3686	8694.15	36436
3687	8711.05	36436
3688	8730.56	36436
3689	8749.02	36436
3690	8775.39	36436
3691	8792.04	36436
3692	8804.55	36436
3693	8814.24	36436
3694	8817.39	36436
3695	8827	36436
3696	8844.26	36436
3697	8850.66	36436
3698	8878.34	36436
3699	8890.1	36436
3700	8897.82	36436
3701	8905.34	36436
3702	8920.06	36436
3703	8928.81	36436
3704	8935.42	36436
3705	8942.76	36436
3706	8964.68	36436
3707	8968.28	36436
3708	8985.28	36436
3709	8992.66	36436
3710	9009.01	36436
3711	9029.72	36436
3712	9050.1	36436
3713	9061.57	36436
3714	9076.29	36436
3715	9090.23	36436
3716	9102.36	36436
3717	9113.89	36436
3718	9141.37	36436
3719	9161.13	36436
3720	9177.58	36436
3721	9194.83	36436
3722	9211.48	36436
3723	9228.26	36436
3724	9244.47	36436
3725	9252.25	36436
3726	9269.04	36436
3727	9277.98	36436
3728	9292.5	36436
3729	9316.8	36436
3730	9331.47	36436
3731	9347.52	36436
3732	9368.05	36436
3733	9375.44	36436
3734	9387.9	36436
3735	9402.26	36436
3736	9411.81	36436
3737	9434.35	36436
3738	9447.35	36436
3739	9470.84	36436
3740	9477.19	36436
3741	9486.82	36436
3742	9490.32	36436
3743	9507.47	36436
3744	9516.31	36436
3745	9529.17	36436
3746	9537.03	36436
3747	9543.28	36436
3748	9564.74	36436
3749	9582.84	36436
3750	9599.59	36436
3751	9619.66	36436
3752	9636.73	36436
3753	9655.14	36436
3754	9670.01	36436
3755	9684.8	36436
3756	9699.61	36436
3757	9718.01	36436
3758	9726.08	36436
3759	9739.94	36436
3760	9756.57	36436
3761	9771.7	36436
3762	9791.8	36436
3763	9806.2	36436
3764	9822.45	36436
3765	9838.51	36436
3766	9844.23	36436
3767	9862.35	36436
3768	9877.16	36436
3769	9893.92	36436
3770	9906.55	36436
3771	9918.96	36436
3772	9944.22	36436
3773	9958.82	36436
3774	9975.5	36436
3775	9991.05	36436
3776	10001.5	36436
3777	10011.5	36436
3778	10019	36436
3779	10031	36436
3780	10041.6	36436
3781	10057.5	36436
3782	10066.7	36436
3783	10088.4	36436
3784	10097.6	36436
3785	10110.8	36436
3786	10119.9	36436
3787	10137.6	36436
3788	10154.7	36436
3789	10163.6	36436
3790	10175.7	36436
3791	10188.2	36436
3792	10196.2	36436
3793	10216.2	36436
3794	10234	36436
3795	10259.9	36436
3796	10288.3	36436
3797	10294.8	36436
3798	10308	36436
3799	10321.5	36436
3800	10327.4	36436
3801	10345.1	36436
3802	10366.7	36436
3803	10370.6	36436
3804	10386.4	36436
3805	10402.4	36436
3806	10418.7	36436
3807	10430.8	36436
3808	10438.8	36436
3809	10452.7	36436
3810	10468.3	36436
3811	10485.6	36436
3812	10513.3	36436
3813	10522.7	36436
3814	10550.8	36436
3815	10563.6	36436
3816	10567	36436
3817	10583.5	36436
3818	10600.6	36436
3819	10613.4	36436
3820	10636.2	36436
3821	10658.2	36436
3822	10676.6	36436
3823	10686.6	36436
3824	10697.2	36436
3825	10711.3	36436
3826	10726.3	36436
3827	10741.7	36436
3828	10756.5	36436
3829	10764	36436
3830	10775.4	36436
3831	10783.6	36436
3832	10795.4	36436
3833	10819.6	36436
3834	10827	36436
3835	10848.2	36436
3836	10865.7	36436
3837	10877.4	36436
3838	10888	36436
3839	10901.8	36436
3840	10906	36436
3841	10919.3	36436
3842	10928.2	36436
3843	10935.5	36436
3844	10944.5	36436
3845	10957	36436
3846	10965.7	36436
3847	10976.4	36436
3848	10994.6	36436
3849	11009.4	36436
3850	11017.4	36436
3851	11032.7	36436
3852	11046.9	36436
3853	11060.8	36436
3854	11072	36436
3855	11084.2	36436
3856	11098.3	36436
3857	11113	36436
3858	11127.7	36436
3859	11137.5	36436
3860	11147.2	36436
3861	11169.5	36436
3862	11184.4	36436
3863	11200.6	36436
3864	11218.4	36436
3865	11237.4	36436
3866	11253.3	36436
3867	11260.4	36436
3868	11270	36436
3869	11285.8	36436
3870	11295.6	36436
3871	11303.7	36436
3872	11311.6	36436
3873	11335	36436
3874	11347.3	36436
3875	11357.1	36436
3876	11367.9	36436
3877	11380.8	36436
3878	11398.9	36436
3879	11414.7	36436
3880	11430.6	36436
3881	11443.3	36436
3882	11457	36436
3883	11470.4	36436
3884	11488	36436
3885	11497.7	36436
3886	11523.5	36436
3887	11559.8	36436
3888	11577.7	36436
3889	11586.4	36436
3890	11598.5	36436
3891	11619.1	36436
3892	11633.3	36436
3893	11649.5	36436
3894	11667.7	36436
3895	11675.9	36436
3896	11699.8	36436
3897	11727.6	36436
3898	11741.6	36436
3899	11755.3	36436
3900	11768.2	36436
3901	11785.1	36436
3902	11804	36436
3903	11829.9	36436
3904	11869.6	39704
3905	11887.4	39704
3906	11901.6	39704
3907	11918	39704
3908	11925.9	39704
3909	11937.5	39704
3910	11951.7	39704
3911	11968.5	39704
3912	11984.7	39704
3913	12008.6	39704
3914	12024	39704
3915	12032.3	39704
3916	12049.5	39704
3917	12061.7	39704
3918	12072.7	39704
3919	12080.2	39704
3920	12094.4	39704
3921	12108.3	39704
3922	12115.8	39704
3923	12132.8	39704
3924	12146.7	39704
3925	12153.9	39704
3926	12162.2	39704
3927	12172.2	39704
3928	12193.2	39704
3929	12202.7	39704
3930	12217.7	39704
3931	12239.3	39704
3932	12249.3	39704
3933	12257.5	39704
3934	12274.6	39704
3935	12297.4	39704
3936	12305.4	39704
3937	12323.5	39704
3938	12340.2	39704
3939	12348.4	39704
3940	12360.8	39704
3941	12367.3	39704
3942	12377.1	39704
3943	12393.5	39704
3944	12403.1	39704
3945	12411.3	39704
3946	12420.7	39704
3947	12429.8	39704
3948	12438.9	39704
3949	12468.2	39704
3950	12478.1	39704
3951	12492.8	39704
3952	12509.5	39704
3953	12526.8	39704
3954	12535.3	39704
3955	12547.4	39704
3956	12563.1	39704
3957	12576.6	39704
3958	12580.3	39704
3959	12603.9	39704
3960	12613.5	39704
3961	12627.2	39704
3962	12642	39704
3963	12649.6	39704
3964	12658.5	39704
3965	12662.1	39704
3966	12680.8	39704
3967	12687.6	39704
